Place,Address,URL
realme exclusive smart store,"19, Kalimati road, Sakchi, Jamshedpur, Jharkhand 831001",https://www.google.com/maps/place/realme+exclusive+smart+store/data=!4m2!3m1!1s0x39f5e3f35ce2cf0b:0xede1c77d4a17afc7
