Data_Type,startTimestamp,endTimestamp,startLatitude,startLongitude,endLatitude,endLongitude,activityType,confidence,latitude,longitude,placeId,placeName,placeConfidence,visitConfidence
place visit,2017-01-12T00:00:00Z,2017-01-15T11:50:15.348Z,,,,,,,22.7724737,86.259341,ChIJY8RVeQEI9jkRdFdjdoZjTDA,Pabhata Store,MEDIUM_CONFIDENCE,63
place visit,2017-01-12T00:00:00Z,2017-01-15T11:50:15.348Z,,,,,,,22.7724737,86.259341,ChIJY8RVeQEI9jkRdFdjdoZjTDA,Pabhata Store,MEDIUM_CONFIDENCE,63
place visit,2017-01-31T12:37:09Z,2017-02-01T13:35:04.030Z,,,,,,,22.7724737,86.259341,ChIJY8RVeQEI9jkRdFdjdoZjTDA,Pabhata Store,MEDIUM_CONFIDENCE,33
place visit,2017-01-31T12:37:09Z,2017-02-01T13:35:04.030Z,,,,,,,22.7724737,86.259341,ChIJY8RVeQEI9jkRdFdjdoZjTDA,Pabhata Store,MEDIUM_CONFIDENCE,33
place visit,2017-02-21T06:14:30.308Z,2017-02-21T06:39:47.512Z,,,,,,,22.7724737,86.259341,ChIJY8RVeQEI9jkRdFdjdoZjTDA,Pabhata Store,MEDIUM_CONFIDENCE,70
place visit,2017-02-21T06:14:30.308Z,2017-02-21T06:39:47.512Z,,,,,,,22.7724737,86.259341,ChIJY8RVeQEI9jkRdFdjdoZjTDA,Pabhata Store,MEDIUM_CONFIDENCE,70
activity type,2017-02-21T06:39:47.512Z,2017-02-21T11:49:18.876Z,22.7724737,86.259341,22.7721524,86.259412,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-02-21T06:39:47.512Z,2017-02-21T11:49:18.876Z,22.7724737,86.259341,22.7721524,86.259412,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2017-02-22T14:27:27Z,2017-02-22T15:15:37Z,,,,,,,22.7724737,86.259341,ChIJY8RVeQEI9jkRdFdjdoZjTDA,Pabhata Store,MEDIUM_CONFIDENCE,51
place visit,2017-02-22T14:27:27Z,2017-02-22T15:15:37Z,,,,,,,22.7724737,86.259341,ChIJY8RVeQEI9jkRdFdjdoZjTDA,Pabhata Store,MEDIUM_CONFIDENCE,51
place visit,2017-02-22T23:25:17Z,2017-02-22T23:39:29Z,,,,,,,22.7760784,86.2536345,ChIJN4j8-6ji9TkRhbNodNpiaHA,Sumant Moolgaokar Stadium,HIGH_CONFIDENCE,65
place visit,2017-02-22T23:25:17Z,2017-02-22T23:39:29Z,,,,,,,22.7760784,86.2536345,ChIJN4j8-6ji9TkRhbNodNpiaHA,Sumant Moolgaokar Stadium,HIGH_CONFIDENCE,65
activity type,2017-02-22T23:39:29Z,2017-02-22T23:48:06Z,22.7760784,86.2536345,22.770535,86.2595467,WALKING,LOW,,,,,,
activity type,2017-02-22T23:39:29Z,2017-02-22T23:48:06Z,22.7760784,86.2536345,22.770535,86.2595467,WALKING,LOW,,,,,,
place visit,2017-02-24T04:36:56.305Z,2017-02-24T04:58:46.940Z,,,,,,,22.7713612,86.2606852,ChIJ2xk9MgEI9jkRhk9txdkbtjY,Debnath Homes,LOW_CONFIDENCE,73
place visit,2017-02-24T04:36:56.305Z,2017-02-24T04:58:46.940Z,,,,,,,22.7713612,86.2606852,ChIJ2xk9MgEI9jkRhk9txdkbtjY,Debnath Homes,LOW_CONFIDENCE,73
activity type,2017-02-25T23:14:19Z,2017-02-25T23:24:22.096Z,22.77535,86.25423,22.7760784,86.2536345,WALKING,LOW,,,,,,
activity type,2017-02-25T23:14:19Z,2017-02-25T23:24:22.096Z,22.77535,86.25423,22.7760784,86.2536345,WALKING,LOW,,,,,,
place visit,2017-02-25T23:24:22.096Z,2017-02-25T23:41:27.224Z,,,,,,,22.7760784,86.2536345,ChIJN4j8-6ji9TkRhbNodNpiaHA,Sumant Moolgaokar Stadium,LOW_CONFIDENCE,27
place visit,2017-02-25T23:24:22.096Z,2017-02-25T23:41:27.224Z,,,,,,,22.7760784,86.2536345,ChIJN4j8-6ji9TkRhbNodNpiaHA,Sumant Moolgaokar Stadium,LOW_CONFIDENCE,27
activity type,2017-02-25T23:41:27.224Z,2017-02-25T23:54:28.474Z,22.7760784,86.2536345,22.7721524,86.259412,WALKING,LOW,,,,,,
activity type,2017-02-25T23:41:27.224Z,2017-02-25T23:54:28.474Z,22.7760784,86.2536345,22.7721524,86.259412,WALKING,LOW,,,,,,
place visit,2017-03-16T06:28:09.745Z,2017-03-16T06:49:23.455Z,,,,,,,22.7909301,86.1835545,ChIJpR9rZ8jj9TkRV32CkTiklmc,Xavier Tachker's,MEDIUM_CONFIDENCE,56
place visit,2017-03-16T06:28:09.745Z,2017-03-16T06:49:23.455Z,,,,,,,22.7909301,86.1835545,ChIJpR9rZ8jj9TkRV32CkTiklmc,Xavier Tachker's,MEDIUM_CONFIDENCE,56
activity type,2017-03-16T06:49:40.355Z,2017-03-16T06:59:35.670Z,22.7908278,86.1832539,22.7905958,86.1519564,IN_PASSENGER_VEHICLE,HIGH,,,,,,
activity type,2017-03-16T06:49:40.355Z,2017-03-16T06:59:35.670Z,22.7908278,86.1832539,22.7905958,86.1519564,IN_PASSENGER_VEHICLE,HIGH,,,,,,
activity type,2017-04-02T02:24:03Z,2017-04-02T02:45:19Z,23.7612983,86.946085,23.75076,87.4962733,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
activity type,2017-04-02T02:24:03Z,2017-04-02T02:45:19Z,23.7612983,86.946085,23.75076,87.4962733,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
place visit,2017-04-08T02:20:00.796Z,2017-04-08T02:32:05Z,,,,,,,22.7724737,86.259341,ChIJY8RVeQEI9jkRdFdjdoZjTDA,Pabhata Store,LOW_CONFIDENCE,78
place visit,2017-04-08T02:20:00.796Z,2017-04-08T02:32:05Z,,,,,,,22.7724737,86.259341,ChIJY8RVeQEI9jkRdFdjdoZjTDA,Pabhata Store,LOW_CONFIDENCE,78
activity type,2017-04-08T02:32:05Z,2017-05-15T09:38:44.937Z,22.7707271,86.2599857,22.7706807,86.2599874,UNKNOWN_ACTIVITY_TYPE,,,,,,,
activity type,2017-04-08T02:32:05Z,2017-05-15T09:38:44.937Z,22.7707271,86.2599857,22.7706807,86.2599874,UNKNOWN_ACTIVITY_TYPE,,,,,,,
activity type,2017-05-15T09:38:44.937Z,2017-05-15T11:29:29.055Z,22.7706807,86.2599874,23.325231,85.3084544,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
activity type,2017-05-15T09:38:44.937Z,2017-05-15T11:29:29.055Z,22.7706807,86.2599874,23.325231,85.3084544,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
activity type,2017-05-15T11:29:29.055Z,2017-05-15T11:36:58Z,23.325231,85.3084544,23.3211033,85.297425,CYCLING,LOW,,,,,,
activity type,2017-05-15T11:29:29.055Z,2017-05-15T11:36:58Z,23.325231,85.3084544,23.3211033,85.297425,CYCLING,LOW,,,,,,
activity type,2017-06-09T04:57:58.702Z,2017-06-09T05:15:49.424Z,22.770641,86.2600277,22.7846313,86.2365177,MOTORCYCLING,LOW,,,,,,
activity type,2017-06-09T04:57:58.702Z,2017-06-09T05:15:49.424Z,22.770641,86.2600277,22.7846313,86.2365177,MOTORCYCLING,LOW,,,,,,
activity type,2017-06-09T05:15:49.424Z,2017-06-09T05:19:25.830Z,22.7846313,86.2365177,22.7862622,86.2337763,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-09T05:15:49.424Z,2017-06-09T05:19:25.830Z,22.7846313,86.2365177,22.7862622,86.2337763,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-09T06:21:21.338Z,2017-06-09T06:59:52.397Z,22.7880393,86.230789,22.7943537,86.2201732,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-09T06:21:21.338Z,2017-06-09T06:59:52.397Z,22.7880393,86.230789,22.7943537,86.2201732,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-09T07:15:39.293Z,2017-06-09T07:45:45.391Z,22.7947529,86.219502,22.8087369,86.1959841,MOTORCYCLING,MEDIUM,,,,,,
activity type,2017-06-09T07:15:39.293Z,2017-06-09T07:45:45.391Z,22.7947529,86.219502,22.8087369,86.1959841,MOTORCYCLING,MEDIUM,,,,,,
activity type,2017-06-09T07:45:45.391Z,2017-06-09T07:59:17.558Z,22.8087369,86.1959841,22.8135423,86.1879002,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-09T07:45:45.391Z,2017-06-09T07:59:17.558Z,22.8087369,86.1959841,22.8135423,86.1879002,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-09T07:59:17.558Z,2017-06-09T10:34:14.359Z,22.8135423,86.1879002,22.9060278,86.0320682,MOTORCYCLING,LOW,,,,,,
activity type,2017-06-09T07:59:17.558Z,2017-06-09T10:34:14.359Z,22.8135423,86.1879002,22.9060278,86.0320682,MOTORCYCLING,LOW,,,,,,
activity type,2017-06-09T10:34:14.359Z,2017-06-09T11:38:25.667Z,22.9060278,86.0320682,22.9723336,85.9200583,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-09T10:34:14.359Z,2017-06-09T11:38:25.667Z,22.9060278,86.0320682,22.9723336,85.9200583,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-09T11:38:25.667Z,2017-06-09T12:00:07.120Z,22.9677744,85.927768,22.9735006,85.9180848,WALKING,MEDIUM,,,,,,
activity type,2017-06-09T11:38:25.667Z,2017-06-09T12:00:07.120Z,22.9677744,85.927768,22.9735006,85.9180848,WALKING,MEDIUM,,,,,,
activity type,2017-06-09T12:01:28.419Z,2017-06-09T12:29:43.208Z,22.9735006,85.9180848,22.9896481,85.8907692,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
activity type,2017-06-09T12:01:28.419Z,2017-06-09T12:29:43.208Z,22.9735006,85.9180848,22.9896481,85.8907692,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
activity type,2017-06-09T13:11:29.982Z,2017-06-09T14:22:34.331Z,22.9900207,85.8901386,23.0260595,85.8291212,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
activity type,2017-06-09T13:11:29.982Z,2017-06-09T14:22:34.331Z,22.9900207,85.8901386,23.0260595,85.8291212,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
activity type,2017-06-09T14:44:33.163Z,2017-06-09T15:54:26.878Z,23.0262626,85.8287771,23.0618497,85.7684531,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
activity type,2017-06-09T14:44:33.163Z,2017-06-09T15:54:26.878Z,23.0262626,85.8287771,23.0618497,85.7684531,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
activity type,2017-06-09T16:36:09.776Z,2017-06-09T16:55:57.793Z,23.0638704,85.7650257,23.0776757,85.7416036,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
activity type,2017-06-09T16:36:09.776Z,2017-06-09T16:55:57.793Z,23.0638704,85.7650257,23.0776757,85.7416036,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
activity type,2017-06-09T17:39:07.187Z,2017-06-09T20:00:04.182Z,23.0786363,85.7399734,23.1228728,85.6648473,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-09T17:39:07.187Z,2017-06-09T20:00:04.182Z,23.0786363,85.7399734,23.1228728,85.6648473,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-09T21:00:01.967Z,2017-06-09T21:30:06.600Z,23.1228728,85.6648473,23.1253656,85.6606106,WALKING,LOW,,,,,,
activity type,2017-06-09T21:00:01.967Z,2017-06-09T21:30:06.600Z,23.1228728,85.6648473,23.1253656,85.6606106,WALKING,LOW,,,,,,
activity type,2017-06-09T21:33:17.252Z,2017-06-10T00:04:07.647Z,23.1259008,85.6597008,23.1566211,85.6074592,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-09T21:33:17.252Z,2017-06-10T00:04:07.647Z,23.1259008,85.6597008,23.1566211,85.6074592,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-10T01:42:26.340Z,2017-06-10T02:33:21.540Z,23.157583,85.6058225,23.1630297,85.5965543,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-10T01:42:26.340Z,2017-06-10T02:33:21.540Z,23.157583,85.6058225,23.1630297,85.5965543,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-10T02:49:20.177Z,2017-06-10T03:14:21.913Z,23.163081,85.5964669,23.1697674,85.5850869,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-10T02:49:20.177Z,2017-06-10T03:14:21.913Z,23.163081,85.5964669,23.1697674,85.5850869,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-10T03:19:48.623Z,2017-06-10T03:25:05.785Z,23.1699783,85.5847278,23.1707358,85.5834384,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-10T03:19:48.623Z,2017-06-10T03:25:05.785Z,23.1699783,85.5847278,23.1707358,85.5834384,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-10T03:39:05.898Z,2017-06-10T07:10:30.133Z,23.1708048,85.583321,23.3285418,85.3141084,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-10T03:39:05.898Z,2017-06-10T07:10:30.133Z,23.1708048,85.583321,23.3285418,85.3141084,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-06-10T07:10:30.133Z,2017-06-10T07:24:20.830Z,23.3285418,85.3141084,23.3330282,85.3061593,WALKING,LOW,,,,,,
activity type,2017-06-10T07:10:30.133Z,2017-06-10T07:24:20.830Z,23.3285418,85.3141084,23.3330282,85.3061593,WALKING,LOW,,,,,,
place visit,2017-06-18T12:41:43.534Z,2017-06-18T13:22:23.686Z,,,,,,,22.7708863,86.2605174,ChIJ2xk9MgEI9jkRhk9txdkbtjY,Debnath Homes,LOW_CONFIDENCE,88
place visit,2017-06-18T12:41:43.534Z,2017-06-18T13:22:23.686Z,,,,,,,22.7708863,86.2605174,ChIJ2xk9MgEI9jkRhk9txdkbtjY,Debnath Homes,LOW_CONFIDENCE,88
activity type,2017-06-19T04:19:31.389Z,2017-06-19T04:26:13.978Z,23.3291191,85.3764674,23.325612,85.3730805,WALKING,MEDIUM,,,,,,
activity type,2017-06-19T04:19:31.389Z,2017-06-19T04:26:13.978Z,23.3291191,85.3764674,23.325612,85.3730805,WALKING,MEDIUM,,,,,,
activity type,2017-06-19T04:27:30.951Z,2017-06-19T04:38:50.416Z,23.325365,85.3729985,23.317465,85.3740033,WALKING,MEDIUM,,,,,,
activity type,2017-06-19T04:27:30.951Z,2017-06-19T04:38:50.416Z,23.325365,85.3729985,23.317465,85.3740033,WALKING,MEDIUM,,,,,,
activity type,2017-06-19T04:47:19.006Z,2017-06-19T05:03:37.192Z,23.3179113,85.3747946,23.3201643,85.3741451,MOTORCYCLING,LOW,,,,,,
activity type,2017-06-19T04:47:19.006Z,2017-06-19T05:03:37.192Z,23.3179113,85.3747946,23.3201643,85.3741451,MOTORCYCLING,LOW,,,,,,
activity type,2017-06-19T05:05:53.694Z,2017-06-19T05:22:06.971Z,23.3201923,85.3741371,23.3217184,85.3736971,WALKING,LOW,,,,,,
activity type,2017-06-19T05:05:53.694Z,2017-06-19T05:22:06.971Z,23.3201923,85.3741371,23.3217184,85.3736971,WALKING,LOW,,,,,,
place visit,2017-07-06T10:37:20.248Z,2017-07-06T18:06:56.953Z,,,,,,,22.7719772,86.2587422,ChIJleSEnAEI9jkRhREWUimGPMk,Telco Bus Stand,MEDIUM_CONFIDENCE,92
place visit,2017-07-06T10:37:20.248Z,2017-07-06T18:06:56.953Z,,,,,,,22.7719772,86.2587422,ChIJleSEnAEI9jkRhREWUimGPMk,Telco Bus Stand,MEDIUM_CONFIDENCE,92
activity type,2017-07-08T06:23:12Z,2017-07-08T06:35:55Z,22.77086,86.2569933,22.7906,86.243575,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-07-08T06:23:12Z,2017-07-08T06:35:55Z,22.77086,86.2569933,22.7906,86.243575,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2017-07-14T07:56:54.830Z,2017-07-14T08:04:05Z,,,,,,,22.804951,86.204385,ChIJpbZJDQ_j9TkRnpCIhRDDAO0,Khosla Electronics,LOW_CONFIDENCE,85
place visit,2017-07-14T07:56:54.830Z,2017-07-14T08:04:05Z,,,,,,,22.804951,86.204385,ChIJpbZJDQ_j9TkRnpCIhRDDAO0,Khosla Electronics,LOW_CONFIDENCE,85
activity type,2017-08-13T11:55:42.171Z,2017-08-13T13:23:20.046Z,22.7760793,86.2601034,22.8078786,86.2022675,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-08-13T11:55:42.171Z,2017-08-13T13:23:20.046Z,22.7760793,86.2601034,22.8078786,86.2022675,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-08-17T03:35:43.134Z,2017-08-17T03:57:57.401Z,22.7867225,86.167047,22.7990645,86.1301876,MOTORCYCLING,MEDIUM,,,,,,
activity type,2017-08-17T03:35:43.134Z,2017-08-17T03:57:57.401Z,22.7867225,86.167047,22.7990645,86.1301876,MOTORCYCLING,MEDIUM,,,,,,
activity type,2017-08-20T03:06:52.053Z,2017-08-20T03:13:44.020Z,22.5518223,85.8331585,22.8046319,86.1998927,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
activity type,2017-08-20T03:06:52.053Z,2017-08-20T03:13:44.020Z,22.5518223,85.8331585,22.8046319,86.1998927,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
place visit,2017-10-20T17:45:51.919Z,2017-10-21T03:14:26.775Z,,,,,,,22.7719772,86.2587422,ChIJleSEnAEI9jkRhREWUimGPMk,Telco Bus Stand,MEDIUM_CONFIDENCE,90
activity type,2017-10-21T03:14:26.775Z,2017-10-21T04:11:11.302Z,22.7719772,86.2587422,22.8053877,86.2033197,MOTORCYCLING,MEDIUM,,,,,,
place visit,2017-10-21T04:11:11.302Z,2017-10-21T04:56:15.881Z,,,,,,,22.8053877,86.2033197,ChIJZfGBHg_j9TkRru4n59awKeQ,MIITJEE,LOW_CONFIDENCE,71
activity type,2017-10-21T04:56:15.881Z,2017-10-21T06:21:52.480Z,22.8053877,86.2033197,22.8045498,86.2032879,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2017-10-21T06:21:52.480Z,2017-10-21T06:31:19.040Z,,,,,,,22.8045498,86.2032879,ChIJ8-rlsQXj9TkR0aoeBhcGklA,Sakchi Market,LOW_CONFIDENCE,90
activity type,2017-10-21T06:31:19.040Z,2017-10-21T07:07:34.465Z,22.8045498,86.2032879,22.770073,86.263059,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
place visit,2017-10-21T07:07:34.465Z,2017-10-21T12:36:38.131Z,,,,,,,22.770073,86.263059,ChIJVUW_4QYI9jkRjPYtfqgnENk,Sanjay Store,MEDIUM_CONFIDENCE,72
activity type,2017-10-21T12:36:38.131Z,2017-10-21T13:00:29.312Z,22.770073,86.263059,22.7719772,86.2587422,WALKING,HIGH,,,,,,
activity type,2017-10-21T13:00:29.312Z,2017-10-22T03:31:41.607Z,22.7719772,86.2587422,22.7719772,86.2587422,UNKNOWN_ACTIVITY_TYPE,,,,,,,
activity type,2017-10-22T03:31:41.607Z,2017-10-22T04:06:11.223Z,22.7719772,86.2587422,22.8053877,86.2033197,MOTORCYCLING,LOW,,,,,,
place visit,2017-10-22T04:06:11.223Z,2017-10-22T06:25:03.995Z,,,,,,,22.8053877,86.2033197,ChIJZfGBHg_j9TkRru4n59awKeQ,MIITJEE,MEDIUM_CONFIDENCE,89
activity type,2017-10-22T06:25:03.995Z,2017-10-22T06:44:18.643Z,22.8053877,86.2033197,22.8026644,86.1905912,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
place visit,2017-10-22T06:44:18.643Z,2017-10-22T07:49:31.242Z,,,,,,,22.8057983,86.189479,ChIJ3XjyQ3Hj9TkR6mQfL0qEUFs,Sir Dorabji Tata Park,HIGH_CONFIDENCE,93
activity type,2017-10-22T07:49:31.242Z,2017-10-22T08:08:46.972Z,22.8057983,86.189479,22.8070712,86.2039369,IN_PASSENGER_VEHICLE,HIGH,,,,,,
activity type,2017-10-22T08:08:46.972Z,2017-10-22T08:11:48.953Z,22.8070712,86.2039369,22.8045498,86.2032879,WALKING,HIGH,,,,,,
place visit,2017-10-22T08:11:48.953Z,2017-10-22T08:26:01.722Z,,,,,,,22.8045498,86.2032879,ChIJ8-rlsQXj9TkR0aoeBhcGklA,Sakchi Market,LOW_CONFIDENCE,93
activity type,2017-10-22T08:26:01.722Z,2017-10-22T08:53:42.015Z,22.8045498,86.2032879,22.7741185,86.2572844,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-10-22T08:53:42.015Z,2017-10-22T08:55:41.848Z,22.7741185,86.2572844,22.770743,86.2613333,WALKING,LOW,,,,,,
place visit,2017-10-22T08:55:41.848Z,2017-10-22T11:21:12.887Z,,,,,,,22.770743,86.2613333,ChIJ1aNuMgEI9jkRwpqCg60TwOQ,Debnath Homes,LOW_CONFIDENCE,85
activity type,2017-10-22T11:21:12.887Z,2017-10-22T11:59:11.191Z,22.770743,86.2613333,22.779877,86.25431,MOTORCYCLING,MEDIUM,,,,,,
place visit,2017-10-22T11:59:11.191Z,2017-10-22T12:16:23.097Z,,,,,,,22.779877,86.25431,ChIJz7VEyafi9TkRh0dMhvYB9wY,Rajesh jha's classes@telco,LOW_CONFIDENCE,91
activity type,2017-10-22T12:16:23.097Z,2017-10-22T12:52:02.394Z,22.779877,86.25431,22.7708553,86.2550386,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-10-22T12:52:02.394Z,2017-10-22T13:26:22.174Z,22.7708553,86.2550386,22.7706127,86.2602386,WALKING,MEDIUM,,,,,,
activity type,2017-10-22T13:26:22.174Z,2017-10-23T03:06:00.905Z,22.7706127,86.2602386,22.7719772,86.2587422,UNKNOWN_ACTIVITY_TYPE,,,,,,,
activity type,2017-10-23T03:06:00.905Z,2017-10-23T03:44:01.387Z,22.7719772,86.2587422,22.8053877,86.2033197,MOTORCYCLING,MEDIUM,,,,,,
place visit,2017-10-23T03:44:01.387Z,2017-10-23T05:52:35.787Z,,,,,,,22.8053877,86.2033197,ChIJZfGBHg_j9TkRru4n59awKeQ,MIITJEE,MEDIUM_CONFIDENCE,78
activity type,2017-10-23T05:52:35.787Z,2017-10-23T06:22:59.203Z,22.8053877,86.2033197,22.7592459,86.1908919,MOTORCYCLING,LOW,,,,,,
place visit,2017-10-23T06:22:59.203Z,2017-10-23T06:37:23.608Z,,,,,,,22.7592459,86.1908919,ChIJpTy0qbb89TkR6AHiji8LFj8,Prabhat Ladies Corner,LOW_CONFIDENCE,66
activity type,2017-10-23T06:37:23.608Z,2017-10-23T08:17:22.620Z,22.7590627,86.1908197,22.8044459,86.2029837,IN_PASSENGER_VEHICLE,MEDIUM,,,,,,
place visit,2017-10-23T08:17:22.620Z,2017-10-23T08:28:33.123Z,,,,,,,22.8045498,86.2032879,ChIJ8-rlsQXj9TkR0aoeBhcGklA,Sakchi Market,LOW_CONFIDENCE,94
activity type,2017-10-23T08:28:33.123Z,2017-10-23T09:18:05.075Z,22.8045498,86.2032879,22.7719911,86.2592113,MOTORCYCLING,MEDIUM,,,,,,
place visit,2017-10-23T09:18:05.075Z,2017-10-23T13:17:38.450Z,,,,,,,22.7719911,86.2592113,ChIJB019eAEI9jkRQ6ElorFm5u0,Khanghajhar Market,MEDIUM_CONFIDENCE,91
activity type,2017-10-23T13:17:38.450Z,2017-10-23T13:24:00.477Z,22.7719911,86.2592113,22.772188,86.242908,MOTORCYCLING,MEDIUM,,,,,,
place visit,2017-10-23T13:24:00.477Z,2017-10-23T13:33:32.799Z,,,,,,,22.772188,86.242908,ChIJVxpB2bPi9TkRuIhNZApSAJA,Sabuj Kalyan Sangha,LOW_CONFIDENCE,88
activity type,2017-10-23T13:33:32.799Z,2017-10-23T15:06:01.574Z,22.772188,86.242908,22.770409,86.2509326,IN_PASSENGER_VEHICLE,LOW,,,,,,
activity type,2017-10-23T15:06:01.574Z,2017-10-23T15:14:29.484Z,22.7703643,86.2491313,22.7719772,86.2587422,MOTORCYCLING,HIGH,,,,,,
activity type,2017-10-23T15:14:29.484Z,2017-10-24T08:38:25.391Z,22.7719772,86.2587422,22.7719772,86.2587422,UNKNOWN_ACTIVITY_TYPE,,,,,,,
activity type,2017-10-24T08:38:25.391Z,2017-10-24T09:23:29.878Z,22.7719772,86.2587422,22.77185,86.2590166,WALKING,LOW,,,,,,
place visit,2017-10-24T09:23:29.878Z,2017-10-24T09:31:11.269Z,,,,,,,22.77185,86.2590166,ChIJb7uLnQEI9jkR0iFkYv10aLk,D N Upadhyay & Sons,LOW_CONFIDENCE,86
activity type,2017-10-24T09:31:11.269Z,2017-10-24T10:05:21.693Z,22.77185,86.2590166,22.8042853,86.2045578,MOTORCYCLING,MEDIUM,,,,,,
activity type,2017-10-24T10:05:21.693Z,2017-10-24T10:12:16.266Z,22.8041117,86.2048181,22.8053877,86.2033197,IN_PASSENGER_VEHICLE,LOW,,,,,,
place visit,2017-10-24T10:12:16.266Z,2017-10-24T12:48:14.811Z,,,,,,,22.8053877,86.2033197,ChIJZfGBHg_j9TkRru4n59awKeQ,MIITJEE,MEDIUM_CONFIDENCE,93
activity type,2017-10-24T12:48:14.811Z,2017-10-24T13:46:31.014Z,22.8053877,86.2033197,22.7745622,86.2532966,MOTORCYCLING,LOW,,,,,,
activity type,2017-10-24T13:46:31.014Z,2017-10-24T14:31:09.522Z,22.7745622,86.2532966,22.7722703,86.2619833,WALKING,MEDIUM,,,,,,
activity type,2017-10-24T14:31:09.522Z,2017-10-25T03:27:46.187Z,22.7722703,86.2619833,22.770377,86.2595779,UNKNOWN_ACTIVITY_TYPE,,,,,,,
activity type,2017-10-25T03:27:46.187Z,2017-10-25T03:32:05.424Z,22.770377,86.2595779,22.7722975,86.2590691,WALKING,MEDIUM,,,,,,
place visit,2017-10-25T03:32:05.424Z,2017-10-25T06:11:21.516Z,,,,,,,22.7722975,86.2590691,ChIJB019eAEI9jkRQ6ElorFm5u0,Kharangajhar Market,MEDIUM_CONFIDENCE,93
place visit,2017-10-26T12:16:26.370Z,2017-10-26T22:43:01.763Z,,,,,,,22.7719772,86.2587422,ChIJleSEnAEI9jkRhREWUimGPMk,Telco Bus Stand,MEDIUM_CONFIDENCE,63
activity type,2017-10-26T22:43:01.763Z,2017-10-26T22:53:27.587Z,22.7719772,86.2587422,22.768289,86.257764,MOTORCYCLING,MEDIUM,,,,,,
place visit,2017-10-26T22:53:27.587Z,2017-10-26T23:06:38.055Z,,,,,,,22.768289,86.257764,ChIJ-YgQawAI9jkRgslppBuP5q4,Jeevan Jyoti School Of Nursing,LOW_CONFIDENCE,80
activity type,2017-10-26T23:06:38.055Z,2017-10-27T00:14:47.356Z,22.768289,86.257764,22.7563797,86.2579378,MOTORCYCLING,MEDIUM,,,,,,
place visit,2017-10-27T00:14:47.356Z,2017-10-27T00:27:20.390Z,,,,,,,22.7573492,86.2542154,ChIJBS8zn_UH9jkRTcrj6mI_54Q,Steel Strips Wheels Ltd.,LOW_CONFIDENCE,87
activity type,2017-10-27T00:27:20.390Z,2017-10-27T01:50:35.080Z,22.7563797,86.2579378,22.7719772,86.2587422,IN_PASSENGER_VEHICLE,LOW,,,,,,
