Data_Type,startTimestamp,endTimestamp,startLatitude,startLongitude,endLatitude,endLongitude,activityType,confidence,latitude,longitude,placeId,placeName,placeConfidence,visitConfidence
activity type,2020-11-15T02:09:31.835Z,2020-11-15T02:36:33.111Z,22.7938119,86.2232863,22.7793381,86.2749016,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-15T02:36:33.111Z,2020-11-15T02:45:05.268Z,,,,,,,22.7799615,86.275448,ChIJr9bvlxII9jkR-EYK68NCosE,Nirmal General Store,MEDIUM_CONFIDENCE,76
activity type,2020-11-15T02:45:05.268Z,2020-11-15T03:31:24.890Z,22.7793362,86.2748952,22.7707442,86.2601944,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-15T03:31:24.890Z,2020-11-15T05:43:04.677Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,67
activity type,2020-11-15T05:43:04.677Z,2020-11-15T05:53:24.475Z,22.7707287,86.260171,22.7734207,86.267204,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-15T05:53:24.475Z,2020-11-15T05:59:28.512Z,,,,,,,22.7735339,86.2672379,ChIJ60TDUQ8I9jkRgnW18K2Jsc0,Moonka Automobiles,HIGH_CONFIDENCE,95
activity type,2020-11-15T05:59:28.512Z,2020-11-15T06:03:33.802Z,22.7734686,86.2672851,22.7706709,86.2604362,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-15T06:03:33.802Z,2020-11-15T09:00:29.282Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,70
activity type,2020-11-15T09:00:29.282Z,2020-11-15T09:04:32.519Z,22.7707779,86.2605481,22.7734207,86.2672058,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-15T09:04:32.519Z,2020-11-15T09:13:29.015Z,,,,,,,22.7735339,86.2672379,ChIJ60TDUQ8I9jkRgnW18K2Jsc0,Moonka Automobiles,HIGH_CONFIDENCE,93
activity type,2020-11-15T09:13:29.015Z,2020-11-15T09:16:30.051Z,22.7735071,86.2673663,22.770744,86.2604825,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-15T09:16:30.051Z,2020-11-15T09:52:57.047Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,74
activity type,2020-11-15T09:52:57.047Z,2020-11-15T09:59:41.695Z,22.7706752,86.2603846,22.7772425,86.2375222,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-15T09:59:41.695Z,2020-11-15T11:57:13.742Z,,,,,,,22.7744089,86.2379207,ChIJPdFNRrbi9TkRB23mDS89tBo,Telco Lake,MEDIUM_CONFIDENCE,90
activity type,2020-11-15T11:57:13.742Z,2020-11-15T12:09:57.215Z,22.7774146,86.2366277,22.7711233,86.2601852,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-15T12:09:57.215Z,2020-11-16T03:30:05.143Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,82
activity type,2020-11-16T03:30:05.143Z,2020-11-16T03:43:07.422Z,22.7721303,86.2598325,22.7777211,86.2372713,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-16T03:43:07.422Z,2020-11-16T03:59:31.558Z,,,,,,,22.7753571,86.2387144,ChIJv-qQ_rXi9TkRAAMyEs6hm1M,Shiksha Niketan,LOW_CONFIDENCE,91
activity type,2020-11-16T03:59:31.558Z,2020-11-16T04:19:07.603Z,22.777434,86.236541,22.8007572,86.2101453,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-16T04:19:07.603Z,2020-11-16T04:29:25.674Z,,,,,,,22.8006901,86.210181,ChIJtQ1qQw7j9TkRN2YPFFhL5Fc,MI Service Center Jamshedpur (Infotel),MEDIUM_CONFIDENCE,94
activity type,2020-11-16T04:29:25.674Z,2020-11-16T04:39:09.694Z,22.7993565,86.2105733,22.7807327,86.226148,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-16T04:39:09.694Z,2020-11-16T04:52:24.547Z,,,,,,,22.7829567,86.2274976,ChIJIy7shOPi9TkRI4ji5m-PrlM,Golmuri Police Station,LOW_CONFIDENCE,75
activity type,2020-11-16T04:52:24.547Z,2020-11-16T05:18:49.900Z,22.7803776,86.2253537,22.7707026,86.2603316,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-16T05:18:49.900Z,2020-11-16T06:19:30.764Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,82
activity type,2020-11-16T06:19:30.764Z,2020-11-16T06:25:38.586Z,22.7707145,86.2602098,22.7736992,86.2444309,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-16T06:25:38.586Z,2020-11-16T06:39:14.364Z,,,,,,,22.7737267,86.2443262,ChIJQ_kRzqD08jkRIx0tTDixxEY,Jamshedpur Gas Service,MEDIUM_CONFIDENCE,92
activity type,2020-11-16T06:39:14.364Z,2020-11-16T06:46:19.127Z,22.773695,86.2444264,22.7707414,86.2602499,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-16T06:46:19.127Z,2020-11-16T09:59:06.185Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,68
activity type,2020-11-16T09:59:06.185Z,2020-11-16T10:11:32Z,22.7700258,86.2597917,22.7776253,86.2366835,MOTORCYCLING,LOW,,,,,,
place visit,2020-11-16T10:11:32Z,2020-11-16T11:48:54.359Z,,,,,,,22.7763278,86.2371725,ChIJqeAeubfi9TkRnxEcLIhIZ_w,Ramakrishna Mission Lady Indra Singh School,MEDIUM_CONFIDENCE,90
activity type,2020-11-16T11:48:54.359Z,2020-11-16T12:15:18.392Z,22.777449,86.2365812,22.7712112,86.2602505,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-16T12:15:18.392Z,2020-11-17T04:20:22.547Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,74
activity type,2020-11-17T04:20:22.547Z,2020-11-17T04:49:19.462Z,22.7705973,86.2601387,22.7720929,86.2602369,MOTORCYCLING,LOW,,,,,,
activity type,2020-11-17T04:49:19.462Z,2020-11-17T04:55:03.453Z,22.7720929,86.2602369,22.7719822,86.2585348,WALKING,LOW,,,,,,
place visit,2020-11-17T04:55:03.453Z,2020-11-17T05:13:13.392Z,,,,,,,22.7719772,86.2587422,ChIJleSEnAEI9jkRhREWUimGPMk,Telco Bus Stand,MEDIUM_CONFIDENCE,87
activity type,2020-11-17T05:13:13.392Z,2020-11-17T05:15:14.080Z,22.7720171,86.2595531,22.7718689,86.2601923,WALKING,LOW,,,,,,
place visit,2020-11-17T05:15:14.080Z,2020-11-17T05:27:51.761Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,84
activity type,2020-11-17T05:27:51.761Z,2020-11-17T06:14:24.093Z,22.7708664,86.2602611,22.7712393,86.2602365,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-17T06:14:24.093Z,2020-11-17T08:26:00.594Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,74
activity type,2020-11-17T08:26:00.594Z,2020-11-17T08:33:26Z,22.77059,86.2602001,22.7725399,86.2502485,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-17T08:33:26Z,2020-11-17T08:39:16.844Z,,,,,,,22.7725745,86.2499613,ChIJ3dJGIKzi9TkRkMEf3Pppjig,Suraj (Indian Oil)Petrol Pump,MEDIUM_CONFIDENCE,85
activity type,2020-11-17T08:39:16.844Z,2020-11-17T08:41:12.467Z,22.7726189,86.2500858,22.7749489,86.2471346,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-17T08:41:12.467Z,2020-11-17T08:57:03.248Z,,,,,,,22.7748392,86.2475279,ChIJC7z0N67i9TkRkF5Ep4bc7lA,Union Bank of India - Telco Branch,MEDIUM_CONFIDENCE,93
activity type,2020-11-17T08:57:03.248Z,2020-11-17T09:12:42.065Z,22.774389,86.2472068,22.8028922,86.2119375,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-17T09:12:42.065Z,2020-11-17T09:22:25.384Z,,,,,,,22.8022858,86.2122449,ChIJCwWJ_QPj9TkR-P6N15XXchg,Ideal Imaging Diagnostic Centre,LOW_CONFIDENCE,73
activity type,2020-11-17T09:22:25.384Z,2020-11-17T09:52:52Z,22.8030173,86.2111549,22.8604093,86.1634691,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-17T09:52:52Z,2020-11-17T11:01:37Z,,,,,,,22.8617606,86.1655096,ChIJQx-ui-vn9TkRKXT6u_LnsvY,Dobo Dam,HIGH_CONFIDENCE,88
activity type,2020-11-17T11:01:37Z,2020-11-17T12:41:47.738Z,22.86384,86.164262,22.7750832,86.2604622,MOTORCYCLING,LOW,,,,,,
place visit,2020-11-17T12:41:47.738Z,2020-11-17T12:49:40.024Z,,,,,,,22.7746967,86.2607643,ChIJ1wXplQMI9jkRJO4Rr_HuNDA,Plaza Auto Stand,MEDIUM_CONFIDENCE,77
activity type,2020-11-17T12:49:40.024Z,2020-11-17T12:54:09.334Z,22.774914,86.259506,22.7721036,86.2589201,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-17T12:54:09.334Z,2020-11-17T13:21:53.152Z,,,,,,,22.7719772,86.2587422,ChIJleSEnAEI9jkRhREWUimGPMk,Telco Bus Stand,LOW_CONFIDENCE,80
activity type,2020-11-17T13:21:53.152Z,2020-11-17T13:23:55.432Z,22.7716879,86.2590063,22.7707169,86.2601611,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-17T13:23:55.432Z,2020-11-18T05:15:22.698Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,79
activity type,2020-11-18T05:15:22.698Z,2020-11-18T05:21:30.080Z,22.7712576,86.2602185,22.7736983,86.244432,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-18T05:21:30.080Z,2020-11-18T05:37:28.826Z,,,,,,,22.7737267,86.2443262,ChIJQ_kRzqD08jkRIx0tTDixxEY,Jamshedpur Gas Service,MEDIUM_CONFIDENCE,80
activity type,2020-11-18T05:37:28.826Z,2020-11-18T07:01:45.048Z,22.7736996,86.2444302,22.7708415,86.2612866,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-18T07:01:45.048Z,2020-11-18T07:45:15.368Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,81
activity type,2020-11-18T07:45:15.368Z,2020-11-18T07:57:40.256Z,22.7707081,86.2602941,22.775469,86.2500283,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-18T07:57:40.256Z,2020-11-18T08:16:13.318Z,,,,,,,22.775311,86.2501266,ChIJ74mm4K7i9TkRM4NijIDzFDA,New Sector Market,LOW_CONFIDENCE,94
activity type,2020-11-18T08:16:13.318Z,2020-11-18T08:22:17.338Z,22.7745079,86.2507113,22.7705778,86.2601167,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-18T08:22:17.338Z,2020-11-18T13:26:57.235Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,75
activity type,2020-11-18T13:26:57.235Z,2020-11-18T13:49:17.990Z,22.770568,86.2601818,22.7706548,86.2604217,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-18T13:49:17.990Z,2020-11-18T14:59:36.737Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,76
activity type,2020-11-18T14:59:36.737Z,2020-11-18T15:01:45.930Z,22.7712664,86.2601816,22.7720721,86.2589749,WALKING,LOW,,,,,,
place visit,2020-11-18T15:01:45.930Z,2020-11-18T15:27:23.969Z,,,,,,,22.7726974,86.2582218,ChIJB019eAEI9jkRQ6ElorFm5u0,Kharangajhar Market,LOW_CONFIDENCE,80
place visit,2020-11-18T15:27:23.969Z,2020-11-19T02:04:02.762Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,75
activity type,2020-11-19T02:04:02.762Z,2020-11-19T02:22:02.463Z,22.7707205,86.2603186,22.7736054,86.2763173,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-19T02:22:02.463Z,2020-11-19T02:27:15.387Z,,,,,,,22.7717021,86.27554,ChIJ_3GpDwsI9jkRA3Zju2HPtac,Vivekananda Garden,LOW_CONFIDENCE,73
activity type,2020-11-19T02:27:15.387Z,2020-11-19T02:44:33.497Z,22.7735324,86.2759054,22.7708157,86.2607238,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-19T02:44:33.497Z,2020-11-19T03:36:20.883Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,76
activity type,2020-11-19T03:36:20.883Z,2020-11-19T04:04:15Z,22.7706775,86.260285,22.7616983,86.2051452,MOTORCYCLING,LOW,,,,,,
place visit,2020-11-19T04:04:15Z,2020-11-19T04:29:15.260Z,,,,,,,22.7620419,86.2058469,ChIJpzy1edL89TkR7HwH2rCde44,Medical Shop,LOW_CONFIDENCE,93
activity type,2020-11-19T04:29:15.260Z,2020-11-19T04:57:34.507Z,22.7619178,86.2058751,22.7706905,86.2602352,MOTORCYCLING,LOW,,,,,,
place visit,2020-11-19T04:57:34.507Z,2020-11-19T05:58:19.965Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,75
activity type,2020-11-19T05:58:19.965Z,2020-11-19T06:04:24.785Z,22.7709544,86.2592358,22.784153,86.2510353,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-19T06:04:24.785Z,2020-11-19T06:14:44.382Z,,,,,,,22.7843004,86.2513296,ChIJRQEs_6Pi9TkR527z8cyExYc,Sunday Market,MEDIUM_CONFIDENCE,95
activity type,2020-11-19T06:14:44.382Z,2020-11-19T06:20:48.728Z,22.7840023,86.250619,22.7719245,86.2588713,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-19T06:20:48.728Z,2020-11-19T06:42:33.054Z,,,,,,,22.7706111,86.2600756,,,LOW_CONFIDENCE,83
activity type,2020-11-19T06:42:33.054Z,2020-11-19T06:48:38.330Z,22.7700547,86.2598185,22.7733055,86.2400425,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-19T06:48:38.330Z,2020-11-19T07:30:49.898Z,,,,,,,22.7744089,86.2379207,ChIJPdFNRrbi9TkRB23mDS89tBo,Telco Lake,LOW_CONFIDENCE,92
activity type,2020-11-19T07:30:49.898Z,2020-11-19T07:38:56.979Z,22.7730314,86.2407835,22.7706576,86.2604164,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-19T07:38:56.979Z,2020-11-19T07:57:18.370Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,93
activity type,2020-11-19T07:57:18.370Z,2020-11-19T08:06:10.287Z,22.7702357,86.2598616,22.7830699,86.2506902,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-19T08:06:10.287Z,2020-11-19T08:20:56.650Z,,,,,,,22.7843004,86.2513296,ChIJRQEs_6Pi9TkR527z8cyExYc,Sunday Market,MEDIUM_CONFIDENCE,94
activity type,2020-11-19T08:20:56.650Z,2020-11-19T08:31:00.413Z,22.7841241,86.2510302,22.7707352,86.2604875,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-19T08:31:00.413Z,2020-11-19T11:29:34.065Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,81
place visit,2020-11-19T11:29:34.065Z,2020-11-19T11:41:06.637Z,,,,,,,22.772537,86.2589221,ChIJcxWYDk4J9jkRf_r3BX21LMs,Jamshedpur Telco,LOW_CONFIDENCE,90
place visit,2020-11-19T11:41:06.637Z,2020-11-19T14:42:24.405Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,69
activity type,2020-11-19T14:42:24.405Z,2020-11-19T15:30:30.435Z,22.7709846,86.2604591,22.7804616,86.2766535,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-19T15:30:30.435Z,2020-11-19T15:45:55.147Z,,,,,,,22.7799615,86.275448,ChIJr9bvlxII9jkR-EYK68NCosE,Nirmal General Store,MEDIUM_CONFIDENCE,93
activity type,2020-11-19T15:45:55.147Z,2020-11-19T16:04:41.908Z,22.780615,86.2765616,22.7712702,86.2602081,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-19T16:04:41.908Z,2020-11-20T01:57:33.878Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,85
activity type,2020-11-20T01:57:33.878Z,2020-11-20T02:01:14.474Z,22.7705921,86.2602233,22.771963,86.2588538,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-20T02:01:14.474Z,2020-11-20T02:07:23Z,,,,,,,22.7719772,86.2587422,ChIJleSEnAEI9jkRhREWUimGPMk,Telco Bus Stand,MEDIUM_CONFIDENCE,88
activity type,2020-11-20T02:07:23Z,2020-11-20T02:10:20.357Z,22.7717914,86.2581558,22.7707223,86.2601733,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-20T02:10:20.357Z,2020-11-21T01:32:03.319Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,68
activity type,2020-11-21T01:32:03.319Z,2020-11-21T01:35:24Z,22.7710397,86.2603818,22.7630697,86.2575145,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-21T01:35:24Z,2020-11-21T01:49:00Z,,,,,,,22.7616895,86.2565036,ChIJzycGWP8H9jkR5jrIEbkV-vE,Hudco Lake,MEDIUM_CONFIDENCE,73
activity type,2020-11-21T01:49:00Z,2020-11-21T02:09:16Z,22.7612281,86.2570257,22.7706203,86.2601266,MOTORCYCLING,LOW,,,,,,
place visit,2020-11-21T02:09:16Z,2020-11-21T09:30:11.127Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,76
activity type,2020-11-21T09:30:11.127Z,2020-11-21T10:19:06.893Z,22.7713062,86.2602833,22.7776516,86.2366816,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-21T10:19:06.893Z,2020-11-21T11:53:43.926Z,,,,,,,22.7763278,86.2371725,ChIJqeAeubfi9TkRnxEcLIhIZ_w,Ramakrishna Mission Lady Indra Singh School,MEDIUM_CONFIDENCE,86
activity type,2020-11-21T11:53:43.926Z,2020-11-21T12:01:50.099Z,22.7769893,86.2369681,22.7711547,86.2583968,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-21T12:01:50.099Z,2020-11-21T12:08:24.362Z,,,,,,,22.7719772,86.2587422,ChIJleSEnAEI9jkRhREWUimGPMk,Telco Bus Stand,LOW_CONFIDENCE,89
activity type,2020-11-21T12:08:24.362Z,2020-11-21T12:11:00.515Z,22.7719022,86.2579192,22.7707053,86.260294,MOTORCYCLING,LOW,,,,,,
place visit,2020-11-21T12:11:00.515Z,2020-11-22T01:09:46.176Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,84
activity type,2020-11-22T01:09:46.176Z,2020-11-22T01:27:37Z,22.7705952,86.2601401,22.7772421,86.2371191,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-22T01:27:37Z,2020-11-22T03:21:49.355Z,,,,,,,22.7763278,86.2371725,ChIJqeAeubfi9TkRnxEcLIhIZ_w,Ramakrishna Mission Lady Indra Singh School,MEDIUM_CONFIDENCE,92
activity type,2020-11-22T03:21:49.355Z,2020-11-22T04:40:32.316Z,22.7770411,86.2363334,22.7706033,86.2601842,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-22T04:40:32.316Z,2020-11-22T13:08:23.359Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,82
activity type,2020-11-22T13:08:23.359Z,2020-11-22T13:12:25.050Z,22.7709449,86.2592429,22.7747191,86.2481003,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-22T13:12:25.050Z,2020-11-22T13:35:03.227Z,,,,,,,22.7742278,86.2487939,ChIJkzpzXq7i9TkRuijZ_9GkaNE,Aambagan Park,LOW_CONFIDENCE,94
activity type,2020-11-22T13:35:03.227Z,2020-11-22T14:07:13.616Z,22.7748256,86.2481947,22.7720622,86.2589702,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-22T14:07:13.616Z,2020-11-22T14:20:22.687Z,,,,,,,22.772537,86.2589221,ChIJcxWYDk4J9jkRf_r3BX21LMs,Jamshedpur Telco,LOW_CONFIDENCE,93
activity type,2020-11-22T14:20:22.687Z,2020-11-22T14:38:41.629Z,22.7717625,86.2588034,22.7706522,86.2604112,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-22T14:38:41.629Z,2020-11-23T08:23:21.372Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,85
activity type,2020-11-23T08:23:21.372Z,2020-11-23T08:35:34.644Z,22.7700382,86.2597991,22.7825101,86.2370989,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-23T08:35:34.644Z,2020-11-23T08:51:44.536Z,,,,,,,22.7832647,86.2363653,ChIJRY1FMkbj9TkRcSwm94B9bAA,Aasish Chat,LOW_CONFIDENCE,80
activity type,2020-11-23T08:51:44.536Z,2020-11-23T09:00:12.111Z,22.7822907,86.2378908,22.7726205,86.2501003,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-23T09:00:12.111Z,2020-11-23T09:06:24.559Z,,,,,,,22.7725745,86.2499613,ChIJ3dJGIKzi9TkRkMEf3Pppjig,Suraj (Indian Oil)Petrol Pump,MEDIUM_CONFIDENCE,88
activity type,2020-11-23T09:06:24.559Z,2020-11-23T09:10:05.791Z,22.7726083,86.2501056,22.7707373,86.260186,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-23T09:10:05.791Z,2020-11-23T14:45:50.296Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,79
activity type,2020-11-23T14:45:50.296Z,2020-11-23T15:02:02.437Z,22.7707695,86.2603295,22.7730589,86.2393121,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-23T15:02:02.437Z,2020-11-23T15:06:08.332Z,,,,,,,22.7730277,86.239147,ChIJ1U-Yhbbi9TkR38o5V5cTk5o,Shukla Misthan Bhandar,MEDIUM_CONFIDENCE,80
activity type,2020-11-23T15:06:08.332Z,2020-11-23T15:22:51.369Z,22.7730077,86.2392677,22.7707154,86.2601976,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-23T15:22:51.369Z,2020-11-24T04:51:58.296Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,84
activity type,2020-11-24T04:51:58.296Z,2020-11-24T05:38:10.088Z,22.7706085,86.2602571,22.8030825,86.1809232,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-24T05:38:10.088Z,2020-11-24T06:08:59.260Z,,,,,,,22.802715,86.181393,ChIJMVMRF3vj9TkRqcj08Csr9-c,Meherbai Tata Memorial Hospital,MEDIUM_CONFIDENCE,79
activity type,2020-11-24T06:08:59.260Z,2020-11-24T06:23:51.066Z,22.8030506,86.1810741,22.803949,86.1793198,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-24T06:23:51.066Z,2020-11-24T06:33:07.270Z,,,,,,,22.802715,86.181393,ChIJMVMRF3vj9TkRqcj08Csr9-c,Meherbai Tata Memorial Hospital,MEDIUM_CONFIDENCE,86
activity type,2020-11-24T06:33:07.270Z,2020-11-24T07:48:56.159Z,22.8039542,86.1793252,22.7716758,86.2588723,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-24T07:48:56.159Z,2020-11-24T13:05:16.346Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,78
activity type,2020-11-24T13:05:16.346Z,2020-11-24T13:31:56Z,22.7710169,86.2583246,22.7719831,86.2584373,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-24T13:31:56Z,2020-11-24T13:36:12Z,,,,,,,22.7719772,86.2587422,ChIJleSEnAEI9jkRhREWUimGPMk,Telco Bus Stand,MEDIUM_CONFIDENCE,81
activity type,2020-11-24T13:36:12Z,2020-11-24T13:44:38.499Z,22.7721142,86.2584106,22.7777131,86.2610359,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-24T13:44:38.499Z,2020-11-24T13:53:14.191Z,,,,,,,22.7778011,86.2610511,ChIJZdymRAMI9jkRT-6OEyEGnCk,All In One,MEDIUM_CONFIDENCE,82
activity type,2020-11-24T13:53:14.191Z,2020-11-24T14:02:59.286Z,22.7764101,86.2612095,22.7722464,86.2591296,MOTORCYCLING,LOW,,,,,,
place visit,2020-11-24T14:02:59.286Z,2020-11-24T14:10:45.218Z,,,,,,,22.772537,86.2589221,ChIJcxWYDk4J9jkRf_r3BX21LMs,Jamshedpur Telco,LOW_CONFIDENCE,89
place visit,2020-11-24T14:10:45.218Z,2020-11-25T03:31:35.364Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,78
activity type,2020-11-25T03:31:35.364Z,2020-11-25T04:10:08.360Z,22.7709457,86.2607525,22.8028129,86.1810864,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-25T04:10:08.360Z,2020-11-25T09:32:29.044Z,,,,,,,22.802715,86.181393,ChIJMVMRF3vj9TkRqcj08Csr9-c,Meherbai Tata Memorial Hospital,MEDIUM_CONFIDENCE,92
activity type,2020-11-25T09:32:29.044Z,2020-11-25T10:00:22Z,22.8031809,86.1810565,22.7762637,86.2363653,MOTORCYCLING,LOW,,,,,,
place visit,2020-11-25T10:00:22Z,2020-11-25T11:51:47.718Z,,,,,,,22.7763278,86.2371725,ChIJqeAeubfi9TkRnxEcLIhIZ_w,Ramakrishna Mission Lady Indra Singh School,MEDIUM_CONFIDENCE,87
activity type,2020-11-25T11:51:47.718Z,2020-11-25T11:58:47Z,22.7774636,86.236565,22.7761259,86.2475408,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-25T11:58:47Z,2020-11-25T12:30:54.800Z,,,,,,,22.7781349,86.2464686,ChIJLyKK_q_i9TkRoqPFepv7fxw,Tata Motors Town Complaints Centre,MEDIUM_CONFIDENCE,93
activity type,2020-11-25T12:30:54.800Z,2020-11-25T12:40:27.578Z,22.7778282,86.2468864,22.7706588,86.2604218,MOTORCYCLING,HIGH,,,,,,
place visit,2020-11-25T12:40:27.578Z,2020-11-26T06:40:19.050Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,87
activity type,2020-11-26T06:40:19.050Z,2020-11-26T06:48:03.319Z,22.7707714,86.2603864,22.777935,86.2370975,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-26T06:48:03.319Z,2020-11-26T06:54:17.710Z,,,,,,,22.7763278,86.2371725,ChIJqeAeubfi9TkRnxEcLIhIZ_w,Ramakrishna Mission Lady Indra Singh School,LOW_CONFIDENCE,82
activity type,2020-11-26T06:54:17.710Z,2020-11-26T07:15:27.831Z,22.7778948,86.2368184,22.7706855,86.2602366,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-26T07:15:27.831Z,2020-11-26T07:21:15.946Z,,,,,,,22.7706111,86.2600756,,,MEDIUM_CONFIDENCE,93
activity type,2020-11-26T07:21:15.946Z,2020-11-26T07:26:16.065Z,22.7707154,86.2604773,22.7749861,86.2483996,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-26T07:26:16.065Z,2020-11-26T07:45:08.338Z,,,,,,,22.7749103,86.2485579,ChIJXbBMV67i9TkRxtUYtctOmMk,naptol bibhag telco,LOW_CONFIDENCE,92
activity type,2020-11-26T07:45:08.338Z,2020-11-26T07:55:32.628Z,22.7747044,86.2480835,22.7700304,86.2597919,MOTORCYCLING,MEDIUM,,,,,,
place visit,2020-11-26T07:55:32.628Z,2020-11-26T09:53:41.360Z,,,,,,,22.7706111,86.2600756,,,HIGH_CONFIDENCE,86
